,Document,tokenizedDocument,dm1,dm2,dm3,dm4,dm5,dm6,dm7,dm8,dm9,dm10,dm11,dm12,dm13,dm14,dm15,dm16,dm17,dm18,dm19,dm20,dm21,dm22,dm23,dm24,dm25,dm26,dm27,dm28,dm29,dm30,dm31,dm32,dm33,dm34,dm35,dm36,dm37,dm38,dm39,dm40,dm41,dm42,dm43,dm44,dm45,dm46,dm47,dm48,dm49,dm50,dm51,dm52,dm53,dm54,dm55,dm56,dm57,dm58,dm59,dm60,dm61,dm62,dm63,dm64,dm65,dm66,dm67,dm68,dm69,dm70,dm71,dm72,dm73,dm74,dm75,dm76,dm77,dm78,dm79,dm80,dm81,dm82,dm83,dm84,dm85,dm86,dm87,dm88,dm89,dm90,dm91,dm92,dm93,dm94,dm95,dm96,dm97,dm98,dm99,dm100
180," 사용자가 로그인할 때, 사용자가 선택한 쉘 (명령해석기)이 실행",사용자 로그 때 사용자 선택 쉘 명령 해석기 이 실행,0.00039334316,0.00024055626,-0.004225161,0.0013534677,0.0025703833,-0.0021875915,0.003395989,0.0036313466,-0.007309002,0.00051249255,-0.0007802501,-0.0016932754,-6.5353874e-05,0.0038183683,0.0015515495,0.00015686222,-0.00074430404,-0.00017598068,-0.004242364,-0.0032773695,-0.0017140114,0.0004210738,0.0011894406,-0.0015881606,0.0038109177,-0.0010694674,0.00086228916,0.0010884935,-3.2078307e-05,0.0009751642,0.00607842,-0.001024884,0.0020120584,-0.00061163085,-0.0037037637,0.002222485,0.002050906,0.0030808104,0.0035047545,-0.005483352,-0.00028418307,-0.002512864,0.002357234,0.002070386,0.001756825,0.0021259584,-0.0013287398,0.00042884063,-0.0012121928,-0.00020166396,-0.0015049626,0.00076119683,0.0017745831,-0.004319447,0.00014121403,0.00034095492,-0.000550359,0.0013987796,0.00016889558,-0.00031649,-0.00012455758,-7.6778815e-07,0.004216195,0.00074648496,-0.0043291952,0.0010577659,0.0038953784,0.0026027183,-0.0028535542,0.0021178196,-0.0013334944,0.00024963086,0.0012071,0.0017241945,0.0011542961,-0.00085081754,0.0009391624,-0.0006807101,-0.002355316,0.00018751512,0.0021686065,-0.0031678998,-0.0021818082,0.0012269394,0.0024738729,-0.0007452398,0.00051730993,-0.0019652066,0.0018014289,0.0012534978,0.00067147805,0.001638228,0.0049846033,-0.00013152542,0.0041844444,0.0014111167,0.0016100283,-0.00025867863,0.003702792,-0.0010832467
181, 쉘이 fork() 시스템 콜을 실행하여 프로세스 생성,쉘 시스템 콜 실행 프로세스 생,-0.0053451415,0.0046624974,-1.30801345e-05,0.0019217784,0.0011653348,-0.003963859,0.004225695,0.0015445612,-0.005511422,0.0010436194,-0.001226997,-0.001084402,-0.0009532841,0.00079183956,0.0017627846,-0.00043806667,-0.00015271091,0.0002862849,-0.0017994535,-0.008008841,0.0026297765,-0.0003422632,0.0045806253,-0.0011926438,0.0032952493,-9.6845266e-05,-0.004378558,-0.0010638589,-0.0040204767,-0.00036461424,0.0034876927,0.0018813149,0.004402636,-0.002145393,0.001581971,0.0012922884,-0.001529763,0.0024238708,0.0004619357,-0.0043506688,-0.0009914405,-0.0032220408,0.00047531608,0.0012701805,0.002492751,-0.0030270626,-0.0035415676,0.00045472843,0.0030416707,0.0005465608,0.00020636467,0.003333898,0.0024961154,-0.0004365301,0.0033097442,-0.0020473187,0.0018826169,-0.0009023488,-0.0010461735,0.0024863114,-0.0017381168,-0.0015744823,0.0017002621,0.00073181593,-0.0021469418,0.00012788334,0.004091457,0.0036123772,-0.0013927601,0.0019077589,-0.0018796694,-2.4559093e-05,-0.0015796749,0.0032312246,0.0034971698,0.0013135808,0.0011225712,0.0007314192,-0.00060004473,-0.0032495172,-0.002361965,-0.0016199305,0.004821405,0.002904716,-0.00088279543,0.0021949548,0.0066874404,0.0005778228,0.000109260785,0.0011062976,0.0047473274,0.0020588269,0.0028115595,-0.0027967521,0.005380675,0.00051712076,0.0012490632,-0.00125869,0.00038458873,0.0021828064
182,Exec()을 실행하여 프로그램을 프로세스에적재함,실행 프로그램 프로세스 적재 함,-0.0063180216,0.0067549655,-0.0015780138,0.0010982881,0.0013704916,-0.0029328302,0.0035746703,0.0016479029,-0.0029607657,-0.004358756,0.0020522473,0.0013704665,-0.0007543739,-0.0018926559,0.0058132787,0.00038498803,0.002903599,0.0021928786,-0.0067964736,-0.0016952392,-0.0015100029,0.0003343604,0.0053481036,0.0010364339,-0.0012468373,-0.000247441,-0.0020238785,-0.0056240545,0.0007496922,-0.0012517762,0.003663944,-0.00054435467,0.0010655173,0.000856692,0.0015913894,0.00031022448,0.0024116263,0.0004708094,0.0021527428,0.00028671388,-0.0012080389,0.00019964829,0.0059225447,-0.0005917046,0.0030268896,-0.0023859749,-0.0004037012,0.0011888864,0.0027063803,-0.0022122608,0.0041952133,0.00050709327,-0.0023277407,-0.0038049663,-0.0017816508,0.002342429,0.0046867104,0.0048903134,0.000667125,0.0020336038,0.0020913812,0.002239717,0.0039588157,0.0024074512,0.0011816237,-0.0027050083,-0.0026520644,0.003551928,-0.002482752,-0.0011008908,-0.0029006512,-0.0025652114,0.002359837,0.0039626723,0.00045843492,-0.0009940731,-0.0034932003,0.0024139464,-0.002561583,-0.0020613202,0.0009975927,-0.002577829,0.00198616,0.004532727,0.0025820858,0.0028239978,0.0043976936,0.0020324795,0.0018393871,0.00021159649,0.0017542151,0.0017961753,0.001678491,3.209355e-05,0.0053796167,-0.0011944959,0.0044344575,-0.0007653637,0.0009761264,-0.0033596144
183,쉘은 프로세스 종료를 기다리거나 또는 다른사용자 명령을 수행한다,쉘 프로세스 종료 사용자 명령 수행,-0.0032449712,-0.0013214671,-0.00434525,0.00013121183,0.0017350854,-0.0026319106,-0.0016000543,-0.00032580085,-0.0023316946,0.000711786,-0.004219945,-0.00017599383,-0.002437911,0.0024594737,0.0020304704,-0.0014522849,-0.0011684634,0.003182808,0.0006592907,-0.00060292066,0.0019168414,-0.0034052932,0.0016279509,-0.0034299965,0.0076985736,-9.498466e-05,-0.0011703628,0.0025178827,-0.0014250788,0.0030749082,0.0066306307,0.0013190984,0.0010980516,-0.0009591961,-0.0008884918,-0.00040179625,-0.0006505847,0.00444423,0.0011650291,-0.0030425861,-0.0023125876,-0.0011845767,0.0031725024,-0.00042174337,-4.473375e-05,-0.0009175128,-0.0031058139,-0.0027340655,0.0043548965,-0.00034155193,0.0007559048,-0.0011976704,-6.560312e-05,-0.00051898614,-0.00024071697,0.0028926781,-0.00013162309,0.0019542484,-0.0024404074,0.0017997255,-0.0007040081,0.0020110304,0.00426243,0.0023696823,-0.0034148807,0.0020192154,0.004205876,0.0031835344,-0.0014169272,0.0045192074,0.0013922972,-0.00046672393,0.0005980693,0.0028198867,0.0022611464,-0.0002870413,0.0012716418,0.0023268892,-0.0013465728,-0.00187679,-0.0026165668,-0.002721656,-3.6204117e-05,0.0035666004,0.0012854754,-0.0006663008,0.003551667,0.0010570539,0.0013843465,-0.0021659194,0.0045155436,0.0011170689,0.0023680287,-0.0014766619,0.00040147,0.0018966179,0.0025164965,-0.0039047021,-0.0014595117,0.0020161164
184, 프로세스는 exit() 시스템 콜을 실행하여 종료,프로세스 시스템 콜 실행 종료,-0.0069488143,0.0028818508,-0.0019431103,0.0041534384,-0.00081572554,0.00032196974,0.0016542999,-0.00024430227,-0.0039489605,0.0015126307,-0.00022851117,-0.00038092607,-0.0037063211,0.0013603419,0.0004101838,-0.0017050164,-0.0014980461,0.0027770512,-0.0011562586,-0.004446355,0.0054131476,0.00029232726,0.007421518,0.0021876523,0.0042299526,0.00081241847,-0.0009085797,-0.002271952,-0.0019487122,0.0005158118,0.0030467464,0.0014105539,0.0062959576,-0.0026721503,0.0038184375,-0.0004440347,-0.0013689231,0.0038353566,0.0018907962,-0.0045352727,-0.002407039,-0.0011766783,-0.0016971554,0.00056567043,2.7470116e-05,-0.0035904013,-0.00097187364,0.0013852901,0.004331588,-0.0012503403,0.00070417515,0.002119355,0.00090987305,-0.00215811,0.0008968044,-0.001319624,4.285964e-05,-0.0018591743,-0.0024019151,0.0015126821,0.00042632237,-0.0008810948,0.0028861882,-0.00062474725,-0.0031605065,-0.0012838102,0.0036455463,0.0065767514,-0.004171995,0.0051558977,-0.0018046891,0.0012112297,-0.0011051667,0.0017026707,0.0009363828,0.0026448348,0.0005399537,0.0023640124,0.00036155432,-0.0040225987,-0.0023316457,-0.004724947,0.0057209753,0.0013814983,-0.0012710292,-0.0006766807,0.006097124,-0.0011110617,-0.0016477843,0.0002192278,0.00166578,-0.00057922385,0.00091737753,-0.0005044052,0.0019297594,0.0016876146,0.0013900006,-0.0020091315,-0.00059548626,0.00404187
185,상태 코드   : 정상,상태 코드 정상,0.00092682533,0.0017021253,-0.0061964258,-0.008136509,0.0047856327,-0.000624961,0.0010486883,0.0007805552,0.0020607845,0.000915551,0.006641244,0.004121669,-0.0013422356,-0.0006002367,-0.0045293774,-0.0018072681,0.0023647016,0.0032455255,0.0053417888,0.0016172301,-0.0010107473,-0.00064669945,-0.00019750907,-0.008239105,-0.0018211603,-0.0061275116,0.0065555163,-0.0022251362,-0.0004334358,-0.0032530031,0.005409959,-0.0036838711,0.0036227566,-0.00075658626,0.0029541496,-0.0037302056,-0.0073577687,0.0023382679,0.0044865385,0.0010712906,0.0041873413,-0.0037733342,0.0025322277,-0.0058692573,-0.0022523098,0.002645983,-0.004294424,0.00033090287,-0.0023975475,0.007305055,-0.00024283456,0.0045099556,-0.003631741,0.006661472,-0.004848188,0.0041661137,0.001083027,-0.0014034376,0.0036039886,0.0016770386,0.006896318,-0.0015970409,-0.0014755917,0.002209373,-0.00046846294,0.00081307685,0.0016147015,-0.0035242233,-0.0025959332,0.00014567358,-0.003326376,-0.00085284666,-0.0016238501,0.0007861754,0.001767705,-0.0068942937,-0.0022190646,0.0002548399,-0.0021823049,0.0021517402,-0.003838404,0.006149453,-0.006877017,0.0011747826,-0.002714003,-0.0044802153,-0.00046791043,-0.0043733693,0.0034488617,-0.001865329,-0.0066128643,-0.006168451,-0.00635086,0.0011467657,-0.0032740354,-0.0003547516,0.0002516124,-0.0035231719,-0.0056200316,0.0015787057
186,상태 코드   아닌 값 ,상태 코드 값,0.0035099315,-0.0011239651,-0.006138576,-0.0026250652,0.0033313425,0.0004255611,-0.0005109684,0.0024475828,-0.00056686427,0.0014988394,0.005655996,-0.00076348823,-0.005055249,-0.0021837312,-0.004191665,-0.0049236026,0.0015617269,-0.0022160136,0.0032771868,-0.0044531394,-0.0055689355,-0.004849841,0.0038203327,-0.0040591424,-0.0010429365,-0.0067949286,0.0010744303,-0.0025438438,0.00058050005,0.0012442876,0.0035097837,-0.005148635,0.0061734654,0.0010688838,0.002353077,-0.002011066,-0.005207524,-0.0025588819,0.0009626427,0.0017755104,0.00081489724,-0.0021308276,0.00362409,-0.003215119,-0.0018921397,0.0014668755,0.0005235248,-0.0019644555,0.003504824,0.005559041,0.0002736618,0.005060506,0.0005242933,0.006620333,-0.0008307934,0.0030010953,0.00048264652,-0.0031793707,0.0015902175,-0.0018777575,0.0050622537,0.0019867574,0.0001609542,-0.0014515547,0.0019432368,-0.001125975,0.0026500965,0.0012566521,-0.0023490107,-0.0010166989,-0.0068689035,-0.0016670254,-0.0021255102,-0.0011850292,0.0006855364,-0.0010667641,-0.0034661386,0.0014500269,-0.00020014308,0.0023706877,-0.0033661753,0.0034166637,-0.004264692,0.0057968027,-0.004712815,-0.00394287,-0.0041488493,-9.860797e-05,0.0008904105,-0.003834248,-0.0024658341,-0.0047543985,-0.0018583126,-0.00095747574,-0.0012444477,-0.0019888259,-0.00029963927,0.0010065763,-0.007920282,0.001235295
187, 오류 코드 ,오류 코드,0.0064482223,0.0019188775,-0.0074362084,-0.008423904,0.0072578443,-0.005059712,0.0007182318,0.0033942715,0.007121188,0.0053175604,0.004303302,0.008073959,0.00036950735,-0.000927411,0.001833701,-0.0035787742,0.0031277284,0.0004709334,0.002069265,0.0066002784,0.0011621623,-0.0012519611,0.0058727134,-0.0021616272,0.00042702793,-0.006724802,0.0025570658,0.0026475014,-0.0016068576,-0.002512079,0.00757291,-0.0060808584,0.0061523886,0.0019134659,0.0055014994,0.0018620756,-0.001368586,-0.0029714878,-0.0016538778,0.0021208765,-0.0027290988,0.0034068772,0.0062433993,-0.0030822936,-0.0036673248,0.004479454,-0.0050727706,0.0070396303,-0.0023186756,0.000923048,0.00044664144,-0.0018275136,-0.0023594026,-0.00030893832,-0.0018500127,0.004630114,0.004083567,0.003245063,0.0005105799,-0.001571378,0.0036604735,-0.0044477666,0.0016107013,0.004961826,0.0012767024,0.007548524,-0.0013001901,-0.0013899017,-0.007530442,0.004216478,-0.00375215,0.0014314693,3.0234922e-05,-0.002810883,0.005369285,-0.00545759,0.0027847597,-0.0035726056,-0.0026276566,-0.0014853263,-0.0077589126,0.0028843852,-0.008553762,0.0036628447,-0.00107778,0.00060687726,0.0018487595,-0.00363152,-0.001166491,-0.0043190946,-0.0011425435,-0.003665776,-0.0042052334,-0.002326255,-0.004759058,-0.0077354386,-0.00057816727,0.00030368578,-0.0059043905,-0.008205396
188,시스템 프로그램 (System Programs)  ,시스템 프로그램,-0.004433802,0.0050968104,0.00225774,0.003769351,-0.0021786157,-0.0066122147,0.0048541995,0.0092207985,-0.00033061323,-0.005904941,0.008241163,0.0008183158,-0.0003010356,0.000840819,0.0019396585,-0.0023960508,0.006071055,-0.003065531,-0.008313349,-0.0027487238,0.004958934,0.0015163152,0.008452597,0.0046673976,-0.0017260297,-0.000627737,0.0022518646,0.004649436,-0.0034815038,-0.0015660529,-0.0028339466,-0.0021667436,0.0013315857,-0.005496813,0.0005721655,0.0042259293,0.008797007,-0.0065320255,-0.004590721,0.0015002952,-0.003365572,0.004279861,-0.001144401,-0.003528752,0.004150055,0.0011105527,-0.0027701654,0.0036215056,0.0014285364,0.0037722988,-0.0014847817,0.0017162213,-0.0070876274,-0.0043855375,0.00059492793,-0.0019303075,0.0035447525,0.0016774663,-0.00015290827,0.002898785,-0.00028744806,0.0026184563,0.0016649116,-0.0046627587,0.00030649744,-0.0011652983,-0.0002863601,0.007360353,-0.0033962717,-0.0027658283,0.005253751,0.0022259543,-0.00057569216,0.00032745628,0.0018487994,-0.0019559246,0.0012770311,0.0029421626,-0.0048186104,-0.003132002,-0.0033857462,0.004530768,0.004123085,0.0055412236,-0.0038547874,-0.00035250594,0.007549341,0.0011074996,-0.0016845807,-0.0013476859,-0.0018592295,-6.170067e-05,0.0012339816,-0.0009211882,0.010356446,0.0027860617,-0.0012003309,-0.00788745,-0.0006421618,0.00013866927
189, 시스템 프로그램(시스템 유틸리티라고도 함)은 프로그램 개발과 실행에편리한 환경을 제공한다  ,시스템 프로그램 시스템 유틸리티 고도 함 은 프로그램 개발 실행 환경 제공,-0.0027524314,0.004141562,0.00079619535,0.0017789414,0.00048454135,-0.0013711114,0.0028655657,0.003806811,-0.0025827128,-0.0022440033,-0.0003599189,-0.00012053797,0.001278203,0.00017205492,0.0005185503,-0.003282843,-0.00045406044,5.6852587e-06,-0.0038650178,-0.002937301,0.0019392171,0.0012058492,0.0043900413,0.0019279965,-0.0010690526,-0.001368759,0.0018882459,-0.00013723655,0.00043864126,0.0005607116,-0.0013811332,-0.00433479,0.0011013605,-0.0038433387,0.00169547,0.0020161988,0.005854472,-0.0009582966,-0.00031899978,-0.0007103166,-0.0018612484,0.0013339794,-0.00012917677,-0.00041549568,0.0026016172,0.00037125472,-0.0036633702,0.003766968,0.0017738891,-0.00013380416,0.00018611437,-0.0007650421,-0.0020587442,-0.0027133592,2.6137102e-05,-0.00016750745,0.0024543963,0.0005498032,-0.0019180886,-0.000168884,0.00021733897,0.0017094034,0.0011570796,-0.0013837093,-0.0028086205,-0.001283762,-0.0010246964,0.0070992345,-0.0015983739,0.0009778677,8.304852e-05,0.0009096284,0.0013637895,0.0006443327,-0.0005445656,-0.002285533,-0.00020389631,-0.00030464854,-0.0038772586,-9.56475e-05,-0.00055041554,-0.00057457323,0.0006568312,0.0018338065,-0.0006187836,-0.0008957005,0.0020814473,0.00056537567,-0.00024352447,0.0005763865,-0.0005145942,0.003298337,0.0006180815,0.0021047299,0.0064727953,0.00033296784,0.00045515585,-0.000301693,0.00038475936,-0.0010080829
190,"일부는 시스템 콜에 대한 사용자 인터페이스, 다른 것들은 이보다 훨씬 더복잡하다  ",일부 시스템 콜 대한 사용자 인터페이스 다른 것 이보 더,-0.00075044576,0.0019974501,0.0006459633,0.0009449513,-0.0011918733,-0.0008391021,-0.00013541918,0.0050548934,-0.0033425905,-0.00042940996,0.0019569723,0.00019595158,0.0025405935,-0.0018351795,0.00072551187,-0.00087384414,0.0030289078,0.0014339755,3.6518803e-05,-0.004449933,-0.002356525,-0.00035445124,0.0016861453,-0.0024012332,0.002240931,0.0019614892,-0.0021126443,0.0020903852,-0.0030706788,-0.0003156435,-0.00040001463,0.00046853887,0.0024402542,-0.0043557114,0.0006840969,0.0018890521,0.0004381152,-0.0052056992,-0.0017646279,-0.0025479444,-0.00075256155,0.00047672752,-0.0027066462,0.000938986,0.0017648035,-0.0036869,0.000698805,-0.0020062258,-0.0013691158,-0.00046713554,-0.0013085356,0.00055200316,-0.0015740443,0.0005072226,-0.00013914634,-0.0018037539,-0.002753395,-0.00039063042,-0.0032127295,0.0024064132,0.0026227615,-0.001169505,0.0015537824,0.00016574076,-0.0043513165,0.0026894151,0.0013504771,0.0011484412,-0.002267091,0.0034788353,0.00059547473,0.006232382,0.0019929933,-0.00041615884,0.0014282933,0.0043137255,0.0010437983,-0.0014448466,-7.241781e-05,0.0026143584,-0.0021085506,-0.0014480052,-0.0010334151,0.002305582,-0.0030059433,-0.00086459157,0.0006776632,0.0003017463,0.00018662383,-6.250077e-05,0.00055059313,-0.00060814794,0.0035735164,0.000103760016,0.002095799,-0.00037118758,0.001339877,-0.0010307451,0.0018579664,-0.00028307003
191, 운영체제에 대한 대부분 사용자의 인식은 시스템 콜 보다는 시스템프로그램에 의해 결정된다   ,운영체제 대한 대부분 사용자 인식 시스템 콜 시스템 프로그램 결정,-0.005636479,0.0025586756,0.001139307,3.3656834e-06,0.0010706941,-0.004837417,0.0038397233,0.0060650487,-0.0020107026,-0.001079778,0.00095157494,-0.00049857714,0.0007700716,0.00045243744,0.0019185988,-0.0021950086,0.0036506942,0.0015824982,-0.0027166295,-0.0053192717,0.0023625237,-0.0004253068,0.0023208293,-0.00036409235,0.0019257537,0.0006913984,-0.0012998192,0.003327766,-0.0033975723,-0.0013507819,-0.0001622616,-0.00015063013,-0.00030566694,-0.0037588007,0.0017492815,-0.00035497712,0.0048702825,-0.0017133326,0.00079122523,-0.0017987613,-0.0028016157,-0.0019533953,-0.005620547,0.0003627701,0.0013629078,0.00085869635,0.00014924363,0.0027580718,0.0024866406,0.0021381592,-0.00075529993,-0.0004495014,-0.0017563318,-0.0021937117,-0.00043911027,-0.0003802745,0.0019440092,-0.00019845666,-0.0012524329,0.0032124247,0.00030119123,-0.0004283681,0.00032522535,-0.0038678176,-0.0018730195,0.004621004,0.0014898533,0.003229338,-0.0018709993,0.00333388,0.0009285038,0.0023450959,0.0015851213,0.00047278142,0.0016178911,0.0009592687,0.0013933544,0.00035085864,-0.00088260835,-0.0010634968,-0.0031778298,0.0013816322,0.0011910633,0.0019458286,-0.00251021,0.00023722323,0.002138584,-0.0013802177,0.0020718756,0.0001232407,-0.00026221198,-0.0014377681,0.0022392883,-0.001443339,0.0030537546,0.0022543063,0.002267917,-0.0028787546,-0.0004975014,-0.00045277638
192,시스템 프로그램 (System Programs)  ,시스템 프로그램,-0.004433802,0.0050968104,0.00225774,0.003769351,-0.0021786157,-0.0066122147,0.0048541995,0.0092207985,-0.00033061323,-0.005904941,0.008241163,0.0008183158,-0.0003010356,0.000840819,0.0019396585,-0.0023960508,0.006071055,-0.003065531,-0.008313349,-0.0027487238,0.004958934,0.0015163152,0.008452597,0.0046673976,-0.0017260297,-0.000627737,0.0022518646,0.004649436,-0.0034815038,-0.0015660529,-0.0028339466,-0.0021667436,0.0013315857,-0.005496813,0.0005721655,0.0042259293,0.008797007,-0.0065320255,-0.004590721,0.0015002952,-0.003365572,0.004279861,-0.001144401,-0.003528752,0.004150055,0.0011105527,-0.0027701654,0.0036215056,0.0014285364,0.0037722988,-0.0014847817,0.0017162213,-0.0070876274,-0.0043855375,0.00059492793,-0.0019303075,0.0035447525,0.0016774663,-0.00015290827,0.002898785,-0.00028744806,0.0026184563,0.0016649116,-0.0046627587,0.00030649744,-0.0011652983,-0.0002863601,0.007360353,-0.0033962717,-0.0027658283,0.005253751,0.0022259543,-0.00057569216,0.00032745628,0.0018487994,-0.0019559246,0.0012770311,0.0029421626,-0.0048186104,-0.003132002,-0.0033857462,0.004530768,0.004123085,0.0055412236,-0.0038547874,-0.00035250594,0.007549341,0.0011074996,-0.0016845807,-0.0013476859,-0.0018592295,-6.170067e-05,0.0012339816,-0.0009211882,0.010356446,0.0027860617,-0.0012003309,-0.00788745,-0.0006421618,0.00013866927
193, 종류는 아래와 같다,종류 아래,0.0007207971,-0.0017552446,-0.004700066,0.002695074,0.005019931,-0.0010369332,-0.0012146661,-0.008425909,-0.005693061,0.0061123753,0.003532079,-0.0006931897,0.0016260282,-0.0054606143,0.0030389281,0.00018063374,0.0023606622,0.0017008049,-0.0036884346,-0.0008093067,-0.0043309666,0.0065037142,-0.0069326065,0.0015472947,0.0008181811,0.0024378982,-2.5306595e-05,0.0037435042,-0.0010498976,-0.00093206426,0.0018243219,-0.0036685062,0.0075073177,0.0022518092,0.00094862795,0.00039159786,-0.00075602415,0.0018026617,-0.0033679474,-0.009249765,0.0023650012,-0.0004927309,0.0008969933,0.001566597,-0.0010135948,-0.0010182364,-0.007247494,0.0050354763,0.0037648033,-0.0064032413,0.0014456662,-0.0037467903,0.00267675,0.0034672536,-0.00447055,0.0037135,0.0017161473,0.0027351019,-0.006890962,-0.0014351661,-0.008209886,-0.0015760874,-0.0041844677,0.00025805202,-7.790513e-06,-0.0006732736,0.0003006406,0.0040698014,-0.0019592503,-0.00015353784,-0.0060837734,-0.0035943459,-0.002041859,0.0005757157,-0.0011146702,-0.0040675434,-0.0046731946,-5.248678e-05,0.00092109316,0.0050985087,-0.003046506,-0.0026546263,0.0035604285,0.0009570345,-0.0060028858,-0.0043362267,-0.0007282488,0.0074420776,-0.00037837937,0.004517825,-0.00066593196,0.0023814186,-0.0055262465,0.0026890084,0.002192933,0.0030323726,0.0023716176,-0.0028525894,0.0046786587,-0.00022990117
194,파일 관리,파일 관리,0.003942524,2.7489848e-05,0.00044781598,0.0055853236,0.00016066965,-0.0026556596,0.002645776,0.0017388983,-0.003756626,-0.004819279,0.00015111873,-0.002999349,0.002845812,0.0070058415,0.0016824363,0.0027127694,0.0016274466,0.00425191,0.0049805758,-0.0044248435,0.0023167154,0.0017690227,0.0004328182,0.004831439,0.004089732,0.005343111,-0.005183912,0.00042288122,0.0030162865,-0.0016350483,0.0005060255,0.0072867945,-0.0035970088,-0.0015409741,-0.0014330182,0.0052976483,0.0010558402,-0.0068576243,-0.0075236326,-0.0002939161,0.0066786376,-0.0053347615,-4.3019187e-05,-0.005941825,-3.445719e-05,0.0030683363,-0.0037064357,-0.0051371944,-0.0034314655,-0.004186204,0.004817968,-0.0069769905,-0.0080742035,0.005232485,-0.0030836575,3.558304e-05,-0.0032415881,-0.0076102875,-0.003644823,-0.004612167,-0.004667784,-0.0030659572,0.0047473805,0.0038010604,0.0011425619,0.0049367063,-0.0049429247,-0.0030135447,-0.00600792,0.0011674792,-0.0044101705,0.0042832987,-0.0016948848,-0.00040980498,0.00028607366,-0.0006168806,-0.0017915491,0.0026349893,-0.00050864054,0.0073878523,-0.0007264118,-0.0015242968,0.0012540759,-0.0016952752,-0.0027156104,-0.00035479595,0.0073199673,-0.0011955588,0.001223434,0.00030770976,0.00015137496,-0.00035513434,-0.0059512043,0.0015581026,0.0009854765,-0.0037657819,0.0039457167,-0.0031707445,-0.00073713,0.00703416
195,상태 정보,상태 정보,0.0016433895,-0.0006451765,-0.0019316517,-0.0044768774,0.002948954,-0.00056389597,-0.0026223063,0.004268626,-0.0023213325,-0.0041308273,0.0017390295,-0.0063350475,-0.00531203,0.0039552194,-0.005049457,-0.00030191196,-0.0054112813,-0.0012745815,0.0033648226,-0.009255208,0.0022149314,0.002483353,0.003080804,-0.0008357698,-0.0027421599,0.0006471984,0.0061391043,-0.009378115,-0.0042437315,-0.00035940838,0.002587393,-0.0069715516,0.005186542,-0.0053737443,0.0014182702,-0.0015971705,-0.0015183992,-5.3539407e-07,-0.0021677015,-0.003689934,0.0024273403,-0.0076073003,-0.003918879,0.0017798004,0.0031618788,0.0032064083,-0.0034990525,-0.0065809507,0.005946331,0.005235214,-0.0054341136,-0.0023691722,-0.001950695,0.006138161,0.0028242609,0.00275504,-0.0031872396,-0.009378616,0.00020906702,-0.0006055578,0.006194514,0.004139511,-0.0032364833,0.0021066624,0.00073368626,0.001041557,0.0006603617,0.0016738325,-0.0009336441,0.0050139874,0.0015740586,0.00081470166,0.0017521679,0.0017501217,-0.0020285547,-0.0067384657,0.0008014252,-0.0024703967,0.001490812,0.0022205466,0.0005254225,-0.003648856,-0.006852203,0.00019108644,-0.0043586316,-0.0038679107,-0.0073079886,-0.0018519982,0.0018199587,-0.0006311566,0.0013909559,-0.00073448964,-0.00061075157,0.0056504738,-0.0072216317,0.0054202764,-0.0036346926,-0.0020136887,-0.008734067,0.004897983
196,프로그래밍 언어 지원,프로그래밍 언어 지원,-0.0021713166,0.0029768352,0.0007298304,-0.0053745396,0.0040098024,-0.0020122863,0.0010920571,0.0045941714,-0.002403274,-0.001159848,-0.0017930274,-0.00372446,0.0007298768,-0.0044754893,-0.0012494817,0.0018946147,0.00029158883,-0.0037153894,-0.0006102626,-0.0052490914,-0.00013863458,-0.0038243895,0.000642566,-0.0054439018,0.00078062434,-0.00019831769,0.0027988236,-0.0069554793,0.004230516,0.0031116437,0.0043121665,0.003945499,0.002370753,-0.0005614363,-0.005045519,0.0029710163,-0.0040186364,0.000825119,-0.003012435,-0.0052570766,0.0005153555,-0.0020085275,0.00625718,0.0012063221,-0.003746238,0.002951976,-0.0027589498,-0.00096678664,-0.0065314816,0.004767296,-0.0014681492,-0.00082977035,-0.0014643733,0.005059716,0.0011400175,-0.0050371834,0.0004377421,0.0017731376,-0.0057368656,0.00090180617,0.004479023,-0.0018620044,-0.0005353289,-0.0010687914,0.0027080528,-7.9124235e-05,0.0035343412,-0.0030447342,-0.00079355924,0.0046161716,-0.0013519214,0.0030816137,0.0012840024,-0.001675446,0.0047960817,-0.0022417551,0.0014896706,-0.0019621437,-0.005485121,0.005330443,-0.00090189464,0.0007581843,-0.005134267,-0.0073370915,-0.00016354606,-0.0010157693,0.00017760287,0.009933535,-0.0012538813,-0.0017462142,0.0022581676,0.004581513,-0.0011399629,0.0045591844,0.006346297,0.0033940424,-0.0044944426,-0.002032814,0.0013798011,0.00032787363
